# exported from the requirements tool 2026-09-03
# WARNING: rows with an empty system_req are NOT errors in the export.
# They are requirements nobody has allocated yet.
customer_req,system_req,coverage,notes
CR-KAI-25-0420,SR-KAI-25-0610,full,
CR-KAI-25-0421,SR-KAI-25-0590,partial,
CR-KAI-25-0421,SR-KAI-25-0611,full,
CR-KAI-25-0422,SR-KAI-25-0595,partial,
CR-KAI-25-0423,SR-KAI-25-0589,full,
CR-KAI-25-0423,SR-KAI-25-0599,partial,"reviewed, see minutes"
CR-KAI-25-0423,SR-KAI-25-0607,full,
CR-KAI-25-0423,SR-KAI-25-0608,full,
CR-KAI-25-0424,SR-KAI-25-0591,partial,
CR-KAI-25-0424,SR-KAI-25-0593,full,"reviewed, see minutes"
CR-KAI-25-0424,SR-KAI-25-0607,full,
CR-KAI-25-0424,SR-KAI-25-0612,full,
CR-KAI-25-0424,SR-KAI-25-0614,full,
CR-KAI-25-0425,SR-KAI-25-0600,full,
CR-KAI-25-0425,SR-KAI-25-0610,full,
CR-KAI-25-0425,SR-KAI-25-0614,full,
CR-KAI-25-0426,SR-KAI-25-0597,full,
CR-KAI-25-0426,SR-KAI-25-0599,full,
CR-KAI-25-0426,SR-KAI-25-0602,full,
CR-KAI-25-0426,SR-KAI-25-0603,partial,
CR-KAI-25-0426,SR-KAI-25-0604,full,
CR-KAI-25-0426,SR-KAI-25-0605,full,
CR-KAI-25-0426,SR-KAI-25-0606,full,
CR-KAI-25-0427,SR-KAI-25-0601,partial,
CR-KAI-25-0427,SR-KAI-25-0609,full,"reviewed, see minutes"
CR-KAI-25-0428,SR-KAI-25-0611,partial,
CR-KAI-25-0428,SR-KAI-25-0613,full,
CR-KAI-25-0429,SR-KAI-25-0594,full,
CR-KAI-25-0430,SR-KAI-25-0591,full,
CR-KAI-25-0430,SR-KAI-25-0615,full,
CR-KAI-25-0431,SR-KAI-25-0592,full,
CR-KAI-25-0431,SR-KAI-25-0602,full,
CR-KAI-25-0431,SR-KAI-25-0616,full,
CR-KAI-25-0432,SR-KAI-25-0588,full,
CR-KAI-25-0433,SR-KAI-25-0598,full,
CR-KAI-25-0434,SR-KAI-25-0590,full,
CR-KAI-25-0434,SR-KAI-25-0609,full,
CR-KAI-25-0435,SR-KAI-25-0594,full,
CR-KAI-25-0435,SR-KAI-25-0600,partial,
CR-KAI-25-0436,SR-KAI-25-0603,full,
CR-KAI-25-0436,SR-KAI-25-0608,full,
CR-KAI-25-0437,,,
CR-KAI-25-0438,SR-KAI-25-0596,full,
CR-KAI-25-0439,SR-KAI-25-0589,full,
CR-KAI-25-0439,SR-KAI-25-0616,full,
CR-KAI-25-0440,,,not yet allocated
